sampleid,locid,substrate,batid,species,year,repro,use,dfresh,dmarine,dforcore,elev,slope,aspect,bldg060,bldg090,bldg120,bldg150,bldg180,bldg210,bldg240,bldg270,bldg300,bldg330,bldg360,road060,road090,road120,road150,road180,road210,road240,road270,road300,road330,road360,ptcc060,ptcc090,ptcc120,ptcc150,ptcc180,ptcc210,ptcc240,ptcc270,ptcc300,ptcc330,ptcc360,pdev060,pdev090,pdev120,pdev150,pdev180,pdev210,pdev240,pdev270,pdev300,pdev330,pdev360,pfor060,pfor090,pfor120,pfor150,pfor180,pfor210,pfor240,pfor270,pfor300,pfor330,pfor360,pgra060,pgra090,pgra120,pgra150,pgra180,pgra210,pgra240,pgra270,pgra300,pgra330,pgra360,pwet060,pwet090,pwet120,pwet150,pwet180,pwet210,pwet240,pwet270,pwet300,pwet330,pwet360
32,R037,Bldg,EPFU.311,EPFU,2016,1,1,162.35811,990.94491,271.15051,11,0,0.54,7.073553028,4.32272685,4.420970642,3.961189694,3.733264096,3.464597401,3.260465849,3.231129161,3.218466627,3.332169607,3.291167033,437.4258379,566.6151662,318.7210309,251.7425686,185.3792763,136.1970194,144.4110189,137.1260391,131.4539012,139.0580698,131.485171,54.307692,52.551724,53.372549,55.7375,54.887931,53.535484,52.60396,NA,NA,NA,NA,0.366307,0.389485,0.390099,0.337333,0.310292,0.317615,0.356019,0.396014,0.416312,0.424187,0.419441,0.464912,0.46067,0.470723,0.553482,0.589651,0.55214,0.492182,0.452548,0.437644,0.427361,0.423899,0,0,0.016635,0.022352,0.024872,0.026716,0.035283,0.04007,0.043521,0.048953,0.057874,0.170647,0.181101,0.193272,0.216396,0.227533,0.231522,0.215948,0.198619,0.184201,0.177866,0.178251
33,R038,Bldg,EPFU.311,EPFU,2016,1,1,133.680577,1136.797754,395.194325,11,0,0.54,6.1893589,6.287602691,5.084116238,4.668544997,5.010433392,4.475104977,3.923611445,3.449448699,3.112363332,2.922955796,2.849069969,50.99202979,111.3318652,127.9508995,197.6180285,199.2691495,173.580894,178.7550586,141.2385648,114.4032375,99.60809134,104.6399975,54,53.7,53.903846,54.911392,54.719298,52.546053,49.694175,NA,NA,NA,NA,0.71836,0.766614,0.74867,0.65798,0.582532,0.532578,0.491142,0.455438,0.425016,0.402061,0.38554,0.28164,0.233386,0.25133,0.303064,0.347406,0.388019,0.409952,0.42534,0.43608,0.45028,0.466883,0,0,0,0,0,0,0.004001,0.010656,0.015391,0.024852,0.03218,0,0.005765,0.037317,0.115747,0.155054,0.175171,0.201426,0.217335,0.228254,0.232174,0.232947
34,R039,Bldg,MYSE.909,MYSE,2016,0,1,369.928038,2412.962643,431.529692,23,0,0.54,3.536776514,2.750826177,3.978873577,3.112363331,2.849069968,2.237552488,2.044698922,1.964875841,1.945227082,1.695314362,1.719266361,377.313641,309.9804109,174.3639811,111.5929479,110.679222,171.2859304,147.7849681,132.8955413,114.6005666,94.71121203,79.58372678,64.076923,65.793103,65.78,66.9375,68.069565,68.993506,68.658416,NA,NA,NA,NA,0,0,0.020064,0.118828,0.171918,0.227792,0.254023,0.26496,0.284951,0.290149,0.297513,1,1,0.979936,0.881172,0.828082,0.772208,0.745509,0.725677,0.694042,0.670407,0.626964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000568,0.00609,0.022697,0.049749,0.090906,0.14311
35,R040,Bldg,MYSE.909,MYSE,2016,0,1,444.900832,2486.819146,468.847545,25,21.57,0.92,4.420970643,2.357851009,2.210485321,1.697652726,1.768388256,2.093194263,1.713126124,1.61556458,1.520813901,1.490707456,1.35085214,320.1422837,309.9804109,174.3639811,111.5929479,82.15358278,60.35773431,84.46356894,79.88760224,94.58237957,78.16725583,82.70215411,71.071429,67.928571,68.48,71.15,69.974138,69.724359,69.995025,NA,NA,NA,NA,0.016485,0.070159,0.082875,0.073322,0.072387,0.076202,0.107736,0.151689,0.194195,0.218045,0.235611,0.983515,0.929841,0.917125,0.926678,0.927613,0.921346,0.871123,0.787168,0.701174,0.637775,0.584377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002646,0.007798,0.022234,0.060999,0.129939,0.188495,0.227216,0.25306
36,R041,Bldg,MYSE.909,MYSE,2016,0,1,403.403529,2517.335106,469.461514,21,0,0.54,5.305164771,2.750826177,2.873630917,2.970892271,2.4560948,2.237552488,1.989436789,1.790220211,1.520813901,1.344559666,1.449095932,377.313641,309.9804109,184.8455613,118.3011592,150.1574558,132.0590976,101.1077466,79.88760224,64.7089578,78.16725583,71.20500159,64.076923,66.964286,68.846154,70.734177,72.214286,72.831169,72.316832,NA,NA,NA,NA,0,0,0.00602,0.050598,0.086251,0.104692,0.122779,0.132495,0.155427,0.170341,0.184541,1,1,0.99398,0.949402,0.906353,0.868044,0.812296,0.748467,0.677135,0.628616,0.58839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003034,0.0226,0.07341,0.137845,0.193477,0.23819,0.271978,0.298206
37,R043,Tree,EPFU.554,EPFU,2016,1,1,197.932567,2584.590505,219.184839,23,21.57,-0.65,0,0,0,0,0,0,0,0,0,0,0,0,411.0987326,231.2430371,147.9955437,102.7746831,75.50793048,57.81075928,45.67763696,36.99888593,30.57759167,25.69367078,86.923077,87.357143,87.333333,87.3,87.405172,87.367742,87.178218,NA,NA,NA,NA,0.209206,0.176773,0.155029,0.123457,0.106195,0.090565,0.076142,0.075099,0.065571,0.059937,0.055057,0.790794,0.823227,0.844971,0.876543,0.893805,0.909435,0.923858,0.924901,0.934429,0.940063,0.944943,0,0,0,0,0,0,0,0,0,0,0,0.024315,0.057118,0.086062,0.099624,0.097159,0.090424,0.082534,0.074612,0.062417,0.05305,0.045987
38,R044,Tree,EPFU.311,EPFU,2016,1,1,153.69177,1084.186121,328.142183,12,0,0.54,7.957747157,6.680577859,6.631455962,5.51737136,4.519214432,4.042030301,3.978873578,3.667768237,3.289202158,3.069103586,3.168362293,155.4742631,226.4068574,209.9559844,187.6428067,250.2937757,214.0417874,178.7550586,141.2385648,116.2847721,101.1630786,108.4757332,50.384615,48.6,51.096154,52.5125,54.226087,53.227273,52.034483,NA,NA,NA,NA,0.78086,0.670566,0.624679,0.577205,0.53584,0.511527,0.470968,0.430843,0.409532,0.404801,0.394689,0.209779,0.290755,0.330518,0.367038,0.394475,0.39967,0.422825,0.44243,0.45191,0.45362,0.460412,0,0,0,0.004871,0.012341,0.016119,0.019903,0.029914,0.035364,0.040901,0.047555,0.009361,0.041219,0.073502,0.123237,0.14787,0.164135,0.180251,0.19013,0.194676,0.190245,0.189136
39,R045,Bldg,EPFU.311,EPFU,2016,1,1,178.372342,1009.152973,264.715186,13,0,0.54,6.1893589,5.108677186,5.30516477,4.527073937,4.027995472,3.608955626,3.149941583,3.231129161,3.359937688,3.332169607,3.315727981,395.3025444,566.6151662,393.3477634,251.7425686,185.3792763,162.558129,124.4585675,129.4820689,125.395084,121.0260189,116.8474059,53.272727,50.925926,49.659574,52.773333,53.702703,53.931973,53.671795,NA,NA,NA,NA,0.460054,0.499667,0.449364,0.3798,0.358488,0.358992,0.379478,0.405687,0.41962,0.425722,0.41921,0.40458,0.396219,0.438093,0.518585,0.548633,0.531594,0.486616,0.449063,0.437765,0.428586,0.429774,0,0.008129,0.019822,0.024337,0.02842,0.036429,0.043192,0.046332,0.048558,0.05432,0.060376,0.135367,0.104934,0.124217,0.158891,0.176267,0.1875,0.188176,0.178159,0.168107,0.167107,0.170094
40,R046,Tree,EPFU.554,EPFU,2016,1,1,128.604358,2830.123401,162.009629,25,26.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.9955437,102.7746831,75.50793048,57.81075928,45.67763696,36.99888593,30.57759167,25.69367078,87.583333,87.428571,87.019231,86.653846,86.732759,86.792208,86.827586,NA,NA,NA,NA,0.357526,0.239742,0.182704,0.127218,0.106195,0.09396,0.079672,0.069942,0.060087,0.056637,0.054422,0.642474,0.760258,0.817296,0.872782,0.893805,0.90604,0.920328,0.930058,0.939913,0.943363,0.945578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012746,0.071717,0.107542,0.113342,0.10251,0.092967,0.084699,0.08707,0.078532
41,R047,Bldg,EPFU.786,EPFU,2016,1,1,147.329709,2408.429772,202.759015,12,21.57,-0.77,4.420970643,3.143801346,2.431533853,2.546479089,2.4560948,2.742806276,2.597320253,2.401514917,2.228169203,2.046069057,1.866632049,225.9468832,191.5878331,201.788149,129.1444154,109.0370283,95.58677685,97.13495013,111.8094385,114.8892605,111.5221737,113.3790145,70.538462,73.214286,73.826923,73.797468,72.780702,70.38961,66.931034,NA,NA,NA,NA,0.306637,0.196152,0.176233,0.160286,0.147716,0.158606,0.182445,0.219266,0.24024,0.248022,0.237108,0.693363,0.803848,0.823767,0.831328,0.796131,0.738313,0.679885,0.611354,0.556221,0.524308,0.521371,0,0,0,0,0,0,0,0,0,0,0,0.028316,0.16172,0.225727,0.267896,0.274404,0.275356,0.28804,0.304997,0.331708,0.354018,0.369948
42,R048,Bldg,EPFU.311,EPFU,2016,1,1,179.49883,1112.651575,334.155728,12,0,0.54,8.841941285,5.501652355,5.968310366,5.800313481,4.9121896,4.475104977,4.144659977,3.842423867,3.572144279,3.273710491,3.143801345,50.99202979,226.4068574,290.6868827,186.0396049,269.8922439,233.4759948,178.7550586,141.2385648,122.4073252,101.1630786,85.00508691,50.166667,49.758621,50.961538,51.717949,52.886957,52.590909,52.014778,NA,NA,NA,NA,0.96891,0.843128,0.707037,0.63636,0.618786,0.573731,0.508113,0.460627,0.431334,0.411843,0.396725,0.03109,0.153066,0.270302,0.334993,0.334918,0.368974,0.412744,0.436259,0.445134,0.453321,0.458462,0,0,0,0.00123,0.008967,0.013513,0.019913,0.034851,0.03955,0.046415,0.054056,0,0.003806,0.023098,0.057198,0.087084,0.114267,0.146294,0.165013,0.174651,0.175291,0.185406
43,R049,Tree,EPFU.554,EPFU,2016,1,1,366.82602,2868.29912,385.516475,36,21.57,-0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.7746831,75.50793048,57.81075928,63.05232501,51.07238325,42.20858119,35.46693281,86.692308,86.703704,86.72549,86.730769,86.767857,86.703226,86.81,NA,NA,NA,NA,0,0,0,0.002568,0.019426,0.042812,0.047879,0.052754,0.051567,0.053722,0.062105,1,1,1,0.997432,0.980574,0.957188,0.952121,0.947246,0.948433,0.946278,0.937895,0,0,0,0,0,0,0,0,0,0,0,0,0.018024,0.056322,0.081385,0.096049,0.109852,0.103783,0.090361,0.073817,0.06509,0.05929
44,R050,Tree,EPFU.909,EPFU,2016,1,1,147.713478,2322.089617,1023.661426,27,10.02,-1,0,0,0,0,0,0,0.110524266,0.17465563,0.141471061,0.116918232,0.098243792,0,0,169.4555514,217.5029777,151.0437345,110.970907,156.3732113,123.5541422,100.0788552,82.70979767,69.49920499,86.076923,82.259259,76.921569,73.294872,71.616071,71.423077,71.597015,NA,NA,NA,NA,0.087067,0.19873,0.262744,0.313643,0.32991,0.324983,0.309924,0.302063,0.28495,0.282394,0.277996,0.912933,0.80127,0.736473,0.657694,0.622141,0.619304,0.63382,0.636504,0.639793,0.640943,0.652546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784,0.030355,0.061981,0.077043,0.091015,0.100281,0.108868,0.115012,0.118829
45,R051,Tree,EPFU.909,EPFU,2016,1,1,180.795943,2284.565236,979.616147,28,0,0.54,0,0,0,0,0,0.072179113,0.055262133,0.043663908,0.141471061,0.116918232,0.098243792,0,0,0,108.4515529,120.8761591,110.970907,156.3732113,123.5541422,100.0788552,82.70979767,69.49920499,88.5,87.1875,85.307692,81.375,77.236842,73.824675,72.139423,NA,NA,NA,NA,0,0.001353,0.053174,0.122567,0.175811,0.221822,0.245274,0.25432,0.251134,0.245307,0.236697,1,0.986481,0.892639,0.783168,0.735151,0.690712,0.659379,0.640714,0.654619,0.674175,0.693774,0,0,0,0,0,0,0,0,0,0,0,0,0.012166,0.054187,0.102977,0.129787,0.135727,0.143655,0.14534,0.144363,0.13439,0.123893
46,R052,Tree,EPFU.909,EPFU,2016,1,1,282.326901,2528.037815,819.189407,28,10.02,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,374.5030175,239.6819312,277.9968199,204.2425616,156.3732113,123.5541422,100.0788552,82.70979767,69.49920499,86,82.518519,77.571429,75.831169,76.145455,76.861842,78.183168,NA,NA,NA,NA,0.286847,0.384028,0.444758,0.455461,0.451113,0.432457,0.386011,0.357613,0.330696,0.305944,0.288404,0.713153,0.615972,0.555242,0.544539,0.548887,0.567543,0.613989,0.642388,0.669304,0.693949,0.70765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007714,0.012466,0.013364,0.019602
47,R053,Tree,EPFU.909,EPFU,2016,1,1,123.462494,2415.558656,898.278942,15,0,0.54,0,0,0,0,0,0.072179113,0.165786399,0.130991723,0.106103295,0.087688674,0.098243792,949.3303854,421.9246157,237.3325963,151.8928616,105.4811539,110.970907,84.96210069,112.8081857,100.0788552,97.9616434,82.31499203,51.818182,64.107143,68.408163,71.632911,72.19469,72.512987,73.045226,NA,NA,NA,NA,0.875556,0.739259,0.630713,0.517155,0.463875,0.440914,0.41628,0.393835,0.362148,0.34006,0.323169,0.124444,0.260741,0.369287,0.482845,0.536125,0.559087,0.58372,0.600184,0.623664,0.64059,0.651222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000516,0.003375,0.010654,0.018456,0.031259,0.048896,0.064987
100,R001,Pole,MYSE.932,MYSE,2015,0,0,0,819.019161,482.05931,4,26.57,0.98,2.652582386,1.964875841,1.989436789,2.82942121,2.750826176,2.526268938,2.597320253,2.445178824,2.581846855,2.542971542,2.628021437,0,241.709502,181.816715,183.6777713,225.6190184,284.7248812,217.9924872,178.4045286,165.8573212,138.4168858,128.8290978,68.142857,64.678571,62.36,59.734177,57.412281,54.245161,50.69802,NA,NA,NA,NA,0.015445,0.056531,0.113521,0.170375,0.212882,0.258893,0.298906,0.338183,0.379379,0.418168,0.439596,0.585419,0.641927,0.616619,0.566971,0.508659,0.447526,0.387531,0.334778,0.291711,0.261861,0.241636,0,0,0,0,0,0,0.003243,0.00676,0.019017,0.021311,0.023104,0.399137,0.301542,0.277109,0.294135,0.317305,0.33408,0.345853,0.350144,0.338637,0.328134,0.326657
101,R001,Pole,MYSE.932,MYSE,2015,0,0,172.973142,968.423175,794.38943,8,0,0.54,3.536776514,4.32272685,4.420970642,4.102660755,4.224483056,3.753313851,3.315727982,3.143801346,2.935524506,2.776808006,2.824509021,331.4285619,147.3015831,228.4681627,184.5978245,217.3239431,214.0835002,233.1740561,184.2362913,149.2313959,163.2880095,138.6308316,26.076923,28.344828,30.745098,30.987179,31.964286,31.166667,30.792079,NA,NA,NA,NA,0.918281,0.830676,0.781562,0.764566,0.761394,0.767769,0.77843,0.786571,0.788379,0.776378,0.757783,0.081719,0.169324,0.218438,0.215783,0.204485,0.192151,0.181961,0.168059,0.166422,0.175388,0.191657,0,0,0,0,0,0,0,0,0,0,0,0.009648,0.068647,0.083941,0.116063,0.118523,0.109139,0.09412,0.08928,0.0812,0.078985,0.077146
102,R001,Pole,MYSE.932,MYSE,2015,0,0,542.390185,104.328115,311.493126,7,0,0.54,2.652582386,3.929751682,3.757825045,3.961189694,3.143801344,3.320239176,3.205203716,2.925481808,2.829421211,2.659889774,2.701704281,492.7079829,309.1180783,198.620738,139.8651913,141.8418853,104.2103648,79.78606053,70.41948292,74.62145294,81.65016042,73.07007848,48.538462,41.206897,34.901961,31.294872,30.044643,29.38961,29.089109,NA,NA,NA,NA,0.821359,0.787503,0.802144,0.79766,0.757277,0.722418,0.677232,0.650953,0.63417,0.626667,0.623302,0,0,0,0.032757,0.085847,0.131339,0.185309,0.213217,0.227629,0.235038,0.236393,0,0,0,0,0,0,0,0,0,0,0,0.178641,0.212497,0.197856,0.169583,0.15933,0.159491,0.168848,0.183248,0.198942,0.207205,0.216739
103,R001,Pole,MYSE.932,MYSE,2015,0,0,112.728288,339.238612,128.367478,2,0,0.54,0.884194129,1.571900673,0.884194128,0.565884242,0.589462752,0.649612013,0.55262133,0.698622521,0.813458598,0.876886739,1.2280474,0,95.8693587,53.92651426,34.51296913,23.96733967,17.60865772,19.33593017,41.81854323,100.6404099,106.295166,113.341112,52.076923,54.310345,55.653061,58.1875,58.747826,58.179487,58.717822,NA,NA,NA,NA,0,0.029467,0.037803,0.035786,0.050394,0.086416,0.137582,0.158745,0.179121,0.196254,0.22614,0.19391,0.3318,0.458318,0.56037,0.588659,0.607181,0.601606,0.606743,0.589119,0.549921,0.499727,0.284013,0.201728,0.122449,0.074074,0.053097,0.040268,0.030457,0.023715,0.018927,0.015915,0.013607,0.522077,0.437005,0.38143,0.32977,0.30785,0.286791,0.30941,0.331432,0.346011,0.359529,0.368658
104,R001,Pole,MYSE.932,MYSE,2015,0,0,366.087104,997.608981,446.122016,12,10.02,0.37,1.768388257,0.785950336,1.547339725,1.131768484,1.866632048,1.948836038,2.265747454,2.270523194,2.75868568,2.806037564,2.947313761,0,0,0,45.38984841,65.36773143,210.7679468,173.5957511,166.8476863,179.5756543,172.6423787,171.3628287,64,62.538462,62.5625,60.131579,57.072727,54.090909,52.60101,NA,NA,NA,NA,0.101116,0.161971,0.210007,0.297824,0.375862,0.449593,0.516808,0.558018,0.598307,0.618065,0.627259,0.898884,0.838029,0.789993,0.702176,0.624138,0.550407,0.483192,0.441982,0.401693,0.381935,0.371773,0,0,0,0,0,0,0,0,0,0,0,0.020664,0.05812,0.062371,0.083107,0.090304,0.079919,0.068442,0.064976,0.070677,0.08446,0.091844
105,R001,Pole,MYSE.932,MYSE,2015,0,0,590.120175,566.647166,212.951276,9,0,0.54,5.305164771,3.536776514,3.536776513,3.395305452,4.224483056,3.969851189,4.034135711,3.929751682,3.678247574,3.624465187,3.610459357,121.7174503,54.09664456,219.1464518,158.5688737,179.0408298,174.824348,193.6388546,161.7689444,170.5991927,158.7599591,157.736101,64,67.758621,65.137255,62.615385,59.088496,56.136364,55.771144,NA,NA,NA,NA,0.636839,0.501837,0.483057,0.475436,0.465403,0.453914,0.447943,0.457182,0.467648,0.48009,0.498166,0.346171,0.414887,0.431349,0.460109,0.477827,0.478314,0.470164,0.453802,0.439937,0.428159,0.416517,0,0,0,0,0,0.009993,0.017846,0.021664,0.018927,0.015915,0.013605,0.037868,0.168943,0.17689,0.187391,0.204301,0.226481,0.259699,0.287553,0.312239,0.319492,0.318011
106,R001,Pole,MYSE.932,MYSE,2015,0,0,316.394731,933.846437,405.352428,11,21.57,-0.87,1.768388257,1.178925505,0.884194128,1.414710605,1.96487584,2.021015151,2.210485321,2.445178824,2.475743559,2.922955796,2.750826177,0,0,0,68.96546024,104.0818339,135.6675848,173.8146755,170.3411383,141.9511603,146.4124451,159.6569869,69.181818,68.607143,67.326531,63.584416,58.513514,55.578947,54.265,NA,NA,NA,NA,0.000517,0.010032,0.080379,0.221059,0.287336,0.343074,0.436685,0.51593,0.567955,0.589049,0.597249,0.999483,0.989968,0.919621,0.778941,0.712664,0.656926,0.563315,0.484069,0.431585,0.407523,0.395245,0,0,0,0,0,0,0,0,0,0,0,0.139092,0.172424,0.177205,0.138174,0.117622,0.103603,0.094327,0.093867,0.094488,0.094668,0.09468
107,R001,Pole,MYSE.932,MYSE,2015,0,0,316.428708,27.547398,148.53637,4,21.57,-0.65,1.768388257,1.178925505,1.10524266,0.990297424,0.785950336,0.649612013,0.718407729,0.698622521,0.707355303,0.759968507,0.785950336,127.2943246,375.7850612,224.3718873,143.5980079,99.72083879,75.69069716,71.04228756,62.4370075,53.37152813,47.33385186,56.56391813,29.538462,27.482759,27.14,26.493827,25.474138,24.876623,23.666667,NA,NA,NA,NA,0.292653,0.246162,0.209732,0.161283,0.13781,0.138123,0.159877,0.166434,0.18282,0.200464,0.206844,0.106725,0.107363,0.1326,0.188541,0.223092,0.256378,0.282218,0.294274,0.291911,0.278181,0.27022,0,0,0,0,0,0,0,0,0.002188,0.010137,0.017858,0.600622,0.646475,0.657668,0.650176,0.639098,0.605499,0.557905,0.539292,0.523081,0.511218,0.505077
108,R001,Pole,MYSE.932,MYSE,2015,0,0,106.169571,97.994385,149.10352,10,0,0.54,2.652582386,1.571900673,1.547339725,1.414710605,1.47365688,1.443582251,1.713126124,1.659228488,1.697652726,1.636855246,1.670144465,0,222.3484178,188.8398503,120.8575042,83.92882235,82.97113855,93.64836213,81.07399693,66.8588771,69.80975521,71.54280203,42.666667,47.111111,50.9,52.662338,53.491071,51.458065,50.356784,NA,NA,NA,NA,0.197147,0.225116,0.22515,0.18825,0.175793,0.172212,0.176027,0.188998,0.190322,0.190239,0.206905,0.4191,0.430289,0.452634,0.529195,0.582305,0.615639,0.634945,0.618347,0.601214,0.581906,0.557254,0,0,0,0,0,0,0,0,0,0,0,0.383754,0.344595,0.322216,0.283403,0.256722,0.250604,0.260524,0.279958,0.307154,0.33145,0.342861
109,R001,Pole,MYSE.932,MYSE,2015,0,0,421.905645,484.390468,440.803731,10,26.57,0.98,1.768388257,2.750826177,3.315727981,3.112363331,3.831507888,3.753313851,4.089397844,4.017079497,3.92582193,3.829072092,3.880629785,587.7099244,261.2044108,179.5039558,200.5884975,144.3435542,142.4988068,122.9088363,124.1349491,125.5181043,151.9690311,135.6640992,63,65.071429,61.568627,56.962025,54.061947,49.961039,48.434343,NA,NA,NA,NA,0.924658,0.810498,0.714814,0.642528,0.624464,0.637884,0.650355,0.664783,0.69564,0.726396,0.744764,0.075342,0.189502,0.285186,0.357472,0.375536,0.362116,0.349645,0.335217,0.30436,0.273604,0.255236,0,0,0,0,0,0,0,0,0,0,0,0.073897,0.151838,0.151471,0.141478,0.123379,0.103642,0.091171,0.075024,0.059937,0.050398,0.043084
110,R001,Pole,MYSE.932,MYSE,2015,0,0,242.309647,536.066504,464.133681,3,10.02,-1,0,0.392975168,1.10524266,1.131768484,1.375413088,1.371403138,1.436815459,1.61556458,1.556181666,1.72454392,1.891192997,1457.308627,703.1646831,395.5301342,253.1392859,175.7911707,161.8834825,141.3177578,111.6584753,92.33799134,76.31238953,89.38516132,42.5,40.25,36.12,35.102564,33.821429,33.392157,32.66,NA,NA,NA,NA,0.180434,0.11644,0.111867,0.119856,0.103964,0.109872,0.135417,0.157453,0.176853,0.180665,0.186718,0.134887,0.189119,0.206801,0.230196,0.254831,0.268114,0.262678,0.251139,0.246879,0.257264,0.26456,0,0,0,0,0,0,0,0,0,0,0,0.684679,0.694441,0.681331,0.649948,0.641205,0.622014,0.601905,0.591407,0.579351,0.568315,0.557368
111,R001,Pole,MYSE.932,MYSE,2015,0,0,214.066505,235.516521,214.801792,13,0,0.54,7.957747157,5.894627523,4.863067706,4.102660755,3.831507888,3.969851189,4.255184243,4.191735128,4.138028521,4.00444944,3.831507889,306.5588498,232.0175549,218.0973099,211.0525433,258.4112496,193.110846,168.2233391,163.1004418,158.3279323,157.1772015,132.0725096,24.416667,26.607143,28.901961,32.291139,34.230088,35.064935,36.5,NA,NA,NA,NA,1,1,1,0.994877,0.979442,0.952495,0.897619,0.822782,0.75122,0.705898,0.681675,0,0,0,0.005123,0.019282,0.037334,0.070152,0.111443,0.155002,0.184273,0.203249,0,0,0,0,0.001275,0.005336,0.012637,0.020868,0.018927,0.015976,0.013838,0,0,0,0,0,0.004835,0.022738,0.057746,0.094464,0.121774,0.143127
112,R001,Pole,MYSE.932,MYSE,2015,0,0,217.433823,422.923961,380.116528,17,0,0.54,1.768388257,2.357851009,3.536776513,3.678247573,3.733264096,3.536776514,3.205203716,3.100137438,2.900156741,2.893726238,2.971874709,516.347498,254.0597438,269.9836005,172.7895043,142.7517386,129.6145329,122.315438,132.6920225,119.0222627,122.0189816,127.7392968,53.583333,47.769231,44.56,45.4875,46.297297,46.820513,46.994949,NA,NA,NA,NA,0.805828,0.731248,0.651149,0.54734,0.495237,0.4719,0.449808,0.445731,0.432099,0.435111,0.445738,0.194172,0.268752,0.348851,0.45266,0.504763,0.524375,0.530291,0.523122,0.517754,0.508679,0.493037,0,0,0,0,0,0.002874,0.009629,0.015431,0.021779,0.023873,0.020408,0,0,0,0,0,0.008303,0.03416,0.059063,0.08352,0.095909,0.116596
113,R001,Pole,MYSE.932,MYSE,2015,0,0,49.867163,231.336947,371.207996,11,0,0.54,4.420970643,3.143801346,3.757825045,3.961189694,3.92975168,4.330746752,3.923611445,3.711432144,3.678247574,3.595235629,3.389410825,230.7778496,102.5679331,97.03328166,119.8151037,169.0041796,160.416528,140.1102644,128.3849782,108.2426338,122.4913056,115.7712597,60,54.333333,48.96,44.285714,42.738739,41.316129,39.295,NA,NA,NA,NA,1,1,0.965604,0.912886,0.906831,0.900922,0.867009,0.812883,0.75323,0.708102,0.672738,0,0,0.034396,0.087114,0.093169,0.096316,0.11722,0.130916,0.130862,0.138529,0.146899,0,0,0,0,0,0,0,0.000318,0.003786,0.007543,0.011193,0,0,0,0,0,0.016835,0.054477,0.112437,0.173284,0.208701,0.227568
114,R001,Pole,MYSE.932,MYSE,2015,0,0,371.807291,432.77917,341.223976,2,0,0.54,0,0.785950336,1.326291192,1.414710605,1.47365688,1.876656926,1.878912523,2.270523194,2.263536969,2.221446405,2.185924373,0,0,112.7825071,129.970496,136.6996767,100.4324156,172.6428716,136.4091825,140.4053855,139.0729086,129.7727387,64.307692,54.37931,47.882353,46.875,47.182609,46.877419,46.148515,NA,NA,NA,NA,0.05577,0.134483,0.165951,0.222613,0.258082,0.28671,0.33472,0.371133,0.382377,0.378692,0.378889,0.821547,0.635059,0.52153,0.42716,0.387891,0.378021,0.355669,0.341786,0.354963,0.380177,0.397158,0,0,0,0,0,0,0,0,0,0,0,0.94423,0.865517,0.834049,0.777387,0.741918,0.713289,0.665026,0.617925,0.58338,0.57141,0.563515
